제품명,효능
서흥비타민E1000아이유연질캡슐(수출용)(수출명:Honey pherol),"- 어깨ㆍ목 결림, 수족저림ㆍ수족냉증, 간헐성 파행증, 동상 등"
서흥비타민E400아이유연질캡슐(비타민E)(수출용)(수출명:VitaminE 400IU),"- 어깨ㆍ목 결림, 수족저림ㆍ수족냉증, 간헐성 파행증, 동상 등"
서흥에치피엠시캡슐에스엘2호,캡슐제 제제용
서흥에치피엠씨캡슐0호,캡슐제 제제용
서흥에치피엠씨캡슐00호,캡슐제 제제용
서흥에치피엠씨캡슐000호,캡슐제 제제용
서흥에치피엠씨캡슐1호,캡슐제 제제용
서흥에치피엠씨캡슐2호,캡슐제 제제용
서흥에치피엠씨캡슐3호,캡슐제 제제용
서흥에치피엠씨캡슐4호,캡슐제 제제용
서흥에치피엠씨캡슐에스엘1호,캡슐제 제제용
서흥에치피엠씨캡슐엘롱게이트0호,캡슐제 제제용
서흥에치피엠씨캡슐엘롱게이트00호,캡슐제 제제용
서흥에치피엠씨캡슐엘롱게이트1호,캡슐제 제제용
서흥캡슐000호,캡슐제 제제용
서흥캡슐00호,캡슐제 제제용
서흥캡슐0호,캡슐제 제제용
서흥캡슐1호,캡슐제 제제용
서흥캡슐2호,캡슐제 제제용
서흥캡슐3호,캡슐제 제제용
서흥캡슐4호,캡슐제 제제용
서흥캡슐5호,캡슐제 제제용
서흥캡슐에스엘1호,캡슐제 제제용
서흥캡슐엘롱게이트0호,캡슐제 제제용
서흥캡슐엘롱게이트00호,캡슐제 제제용
서흥캡슐엘롱게이트1호,캡슐제 제제용
서흥코팅캡슐2호,캡슐제 제제용
설페린큐캡슐,"설사, 복통(배아픔)을 수반하는 설사, 체함, 묽은 변, 토사"
성광관장약,"변비, 장내용물의 배설"
성광리도아가아제,"외상, 화상, 창상면의 살균소독, 피복, 화농성 피부질환"
성광멸균바세린거즈(백색바셀린), 경미한 화상 및 상처
성광아시클로버크림,단순포진(물집) 바이러스 감염증(초기 및 재발성 생식기 포진(물집)과 구순(입술)포진(물집)포함)
성광알파헥시딘5%액(글루콘산클로르헥시딘액),"- 손 및 피부의 소독(보건위생종사자 및 수술 시 수술자의 손 소독, 수술부위 피부의 소독은 제외) - 의료용구의 소독 - 가구, 기구 등의 소독 - 피부의 창상부위 소독"
성광알파헥시딘가글액(글루콘산클로르헥시딘액),"다음 질환에 의한 염증의 완화 : 보철(의치)에 의한 염증, 아구창 등의 구강내 칸디다감염증, 치은염, 인두염, 아프타성 구내염 치근막 수술 후 살균소독"
성광티눈액,"티눈, 못(굳은살)"
성광포비딘(포비돈요오드액10%),"- 찢긴 상처, 화상, 창상의 살균소독 - 궤양, 농양의 살균소독 - 감염피부면의 소독 - 수술부위의 살균소독 - 주사 및 카테터부위의 소독"
성광포스틱스왑액(포비돈요오드),"- 찢긴상처, 화상 ,창상의 살균소독 - 궤양, 농양의 살균소독 - 감염피부면의 소독 - 수술부위의 살균소독 - 주사 및 카테터부위의 소독"
세가톤트로키(염화세칠피리디늄),"다음 질환에 의한 염증의 완화 : 인두염, 편도염, 구내염 구강내 살균소독"
세나서트2밀리그람질정,세균성질증
세나쿨시럽,"감기의 제증상(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통의 완화"
세나트리플질연질캡슐,"칸디다균, 트리코모나스, 세균 외음부 질염"
세네풀에스액,"베인상처, 창상(상처), 긁힌 상처면의 살균소독, 치질의 경우 항문 살균소독"
세노바퀵연질캡슐(세티리진염산염),"계절성 및 다년성 알레르기성 비염(코염), 알레르기성 결막염, 만성 특발성(원인불명의) 두드러기, 피부 소양증(가려움증)"
세노비아에프정,"ㆍ변비 ㆍ변비에 따른 다음 증상의 완화 : 식욕부진(식욕감퇴), 복부팽만, 장내이상발효, 치질"
세노즈이지액(세티리진염산염),"계절성 및 다년성 알레르기성 비염, 알레르기성 결막염, 만성 특발성 두드러기, 피부소양증"
세다큐노즈연질캡슐,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
세다큐코프연질캡슐,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
세다큐콜드연질캡슐,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
"세라코프시럽(딸기향, 바나나향)","기침, 가래, 콧물, 코막힘, 재채기"
세란드정(알마게이트),"다음 질환의 제산작용 및 증상의 개선 : 위·십이지장궤양, 위염, 위산과다, 속쓰림, 구역, 구토, 위통, 신트림"
세레파제정(수출용)(수출명: SEREPASE Tab.),"다음 질환 및 증상의 염증성 부종의 완화 : 수술 및 외상후, 유즙울체"
세록센정(나프록센나트륨),"류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염, 급성통풍, 월경곤란증 활액낭염, 골격근장애(염좌, 좌상, 외상, 요천통), 수술후 동통, 편두 통, 발치후 동통"
세롤진정,"○ 아연의 보급 ○ 다음 경우의 비타민 D의 보급 - 임신․수유기 - 발육기 - 노년기 ○ 이 약에 함유된 비타민 등의 효능․효과는 다음과 같다. - 뼈, 이의 발육불량 - 구루병의 예방"
세롬연질캡슐(수출용),고혈압의 저하 및 예방
세르나크림,"- 2차 감염된 알레르기성 또는 염증성 피부질환 : 습진, 접촉피부염, 지루피부염, 아토피피부염, 광피부염, 만성단순태선, 간찰진(피부스침증), 박탈피부염, 가려움, 건선(마른비늘증) - 1도 화상"
세르비아캡슐(엔테로코쿠스페슘스트레인세르넬레68균),"장내균총 이상(항생물질, 화학요법제 투여 등)에 의한 여러 증상의 개선 : 정장, 변비, 묽은 변, 복부팽만감, 장내이상발효"
세리진정(세티리진염산염),"1. 계절성 및 다년성 알레르기성 비염(코염), 알레르기성 결막염, 만성 특발성(원인 불명의) 두드러기, 피부가려움증 2. 습진, 피부염(하이드로코티손 외용제와 병용(함께복용(사용))"
세리펙에스정,"코감기(급성비염), 알레르기성 비염 또는 부비동염에 의한 다음 증상의 완화 : 코막힘, 콧물, 재채기, 눈물, 인후통, 머리 무거움"
세린드연고,"습진, 땀띠, 피부 가려움, 알레르기 피부질환, 화상, 동상"
세미론정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감"
세브론과립(아세틸시스테인),"다음 질환에서의 객담배출곤란 : 급ㆍ만성기관지염, 기관지천식, 후두염, 부비동염, 낭성섬유증"
"세브론시럽(아세틸시스테인)(수출명:뮤시스틴시럽,스파탐시럽)","다음 질환에서의 객담배출곤란 : 급ㆍ만성기관지염, 기관지천식, 후두염, 부비동염, 낭성섬유증"
세브론캡슐(아세틸시스테인)," 다음 질환에서의 객담배출곤란 : 급ㆍ만성기관지염, 기관지천식, 후두염, 부비동염, 낭성섬유증"
세비안관류제(염화나트륨),"1. 관류 2. 피부, 창상(상처)면, 점막의 세정, 습포(적셔서 대는 것) 3. 함수(양치질), 분무흡입제로서 점막세정, 객담(가래)배출 촉진 4. 의료용구의 세정"
세비타비겔(니코틴산아미드),경증 내지 중등증의 염증성 여드름의 국소치료
세스틴크림,"- 2차 감염된 알레르기성 또는 염증성 피부질환 : 습진, 접촉 피부염, 지루피부염, 아토피피부염, 광피부염, 만성단순태선, 간찰진, 박탈피부염, 가려움, 건선 - 1도 화상"
세시텐캡슐(아세틸시스테인),"다음 질환에서의 객담배출곤란 : 급ㆍ만성기관지염, 기관지천식, 후두염, 부비동염, 낭성섬유증"
세타펜8시간이알서방정650밀리그램(아세트아미노펜),"해열 및 감기에 의한 동통(통증)과 두통, 치통, 근육통, 허리동통(통증), 생리통, 관절통의 완화"
세토펜8시간이알서방정(아세트아미노펜),"해열 및 감기에 의한 동통(통증)과 두통, 치통, 근육통, 허리동통(통증), 생리통, 관절통의 완화"
세토펜건조시럽(아세트아미노펜),"감기로 인한 발열 및 동통(통증), 두통, 신경통, 근육통, 월경통, 염좌통(삔 통증) 치통, 관절통, 류마티양 동통(통증)"
세토펜정(아세트아미노펜),"감기로 인한 발열 및 동통(통증), 두통, 신경통, 근육통, 월경통, 염좌통(삔 통증) 치통, 관절통, 류마티양 동통(통증)"
세토펜현탁액(아세트아미노펜),"감기로 인한 발열 및 동통(통증), 두통, 신경통, 근육통, 월경통, 염좌통(삔 통증) 치통, 관절통, 류마티양 동통(통증)"
세티레인캡슐200mg(아세틸시스테인),"다음 질환에서의 객담배출곤란 : 급․만성기관지염, 기관지천식, 후두염, 부비동염, 낭성섬유증"
세틸란캡슐200mg(아세틸시스테인),"다음 질환에서의 객담배출곤란 : 급ㆍ만성기관지염, 기관지천식, 후두염, 부비동염, 낭성섬유증"
세파셀렌정100마이크로그램(아셀렌산나트륨),영양공급으로 보충될 수 없는 셀레늄 결핍 환자에서 셀레늄 보급
세파콜과립,"감기의 제증상(여러 증상)(인후통, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
세파콜에프캡슐,"감기의 제증상(여러증상) (콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
세피덤지엔크림,"• 2차 감염된 알레르기성 또는 염증성 피부질환 : 습진, 접촉피부염, 지루피부염, 아토피피부염, 광피부염, 만성단순태선, 간찰진, 박탈피부염, 가려움, 건선 • 1도 화상"
센도스연질캡슐,"- 육체피로,임신, 수유기, 병중. 병후의 체역저하시, 발육기,노년기 - 눈의 건조감의 완화, 야맹증, 뼈. 이의 발육불량,구루병의 예방"
센라인정(센텔라정량추출물),"정맥질환 : 정맥, 림프 부전과 관련된 증상의 개선(하지둔중감, 통증, 하지불온증상)"
센스가드이브정(데소게스트렐),피임
센스가드정,- 피임 - 이 약을 복용할 수 있는 여성의 중등도의 여드름 치료
센스데이정,피임
센스데이큐정,- 피임 - 이 약을 복용할 수 있는 여성의 중등도의 여드름 치료
센스락유연질캡슐,"- 변비 - 변비에 따른 다음 증상의 완화 : 식욕부진(식욕감퇴), 복부팽만, 장내이상발효, 치질"
센스리베정,피임
센스리아정(센텔라정량추출물)(수출용),"정맥질환 : 정맥, 림프 부전과 관련된 증상의 개선(하지둔중감, 통증, 하지불온증상)"
센스비알파정,"다음경우의 비타민 B2, B6, C의 보급 - 육체피로 - 임신ㆍ수유기 - 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 이 약에 함유된 비타민 등의 효능᠊효과는 다음과 같다. ㆍ다음 증상의 완화 : 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염"
센스비정,"다음경우의 비타민 B1, B2, B6, C의 보급 - 육체피로 - 임신ㆍ수유기 - 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 이 약에 함유된 비타민 등의 효능᠊효과는 다음과 같다. ㆍ다음 증상의 완화 : 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염"
센스액티브플라스타,"다음 증상의 진통ㆍ소염 : 요통, 관절통, 근육통, 타박상, 삠, 동창, 골절통, 어깨결림"
센스엔정,"○ 다음 경우의 비타민 D, B1, B2, B6, C의 보급 - 육체피로, 임신∙수유기, 병중∙병후(병을 앓는 동안이나 회복 후)의 체력저하시, 발육기, 노년기 - 이 약에 함유된 비타민 등의 효능∙효과는 다음과 같습니다. • 비타민D(농축콜레칼시페롤 산) - 뼈, 이의 발육불량 - 구루병의 예방"
센스온스피드액,"○ 다음경우의 비타민 B2, B6의 보급 - 육체피로 - 임신․수유기 - 병중․병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 이 약에 함유된 비타민 등의 효능․효과는 다음과 같다. •다음 증상의 완화 : 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 ○ 마그네슘결핍으로 인한 근육경련"
센스온액티브업연질캡슐,"○ 다음경우의 비타민 B1, B2, B6, E의 보급 - 육체피로 - 임신․수유기 - 병중․병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 노년기 - 이 약에 함유된 비타민 등의 효능․효과는 다음과 같다. ․각기 ․눈의피로 ․다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 ․말초혈행장애 및 갱년기시 다음 증상의 완화 : 어깨․목결림, 수족저림․수족냉증(손발이 차가움) ○ 마그네슘결핍으로 인한 근육경련"
센스온액티브연질캡슐,"○ 다음경우의 비타민 E, B1, B2, B6의 보급 - 육체피로 - 임신ㆍ수유기 - 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하 시 - 노년기 - 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다. ㆍ말초혈행장애 및 갱년기 시 다음 증상의 완화 : 어깨ㆍ목결림, 수족저림ㆍ 수족냉증(손발이 차가움) ㆍ다음 증상의 완화 : 신경통, 근육통, 관절통(요(허리)통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 ㆍ각기 ㆍ눈의 피로 ○ 마그네슘결핍으로 인한 근육경련"
센스온연질캡슐,- 육체피로 - 임신 · 수유기 - 병중 · 병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 노년기 - 이 약에 함유된 비타민 등의 효능·효과는 다음과 같다.
센스지크림,"- 2차 감염된 알레르기성 또는 염증성 피부질환 : 습진, 접촉피부염, 지루피부염, 아토피피부염, 광피부염, 만성단순태선, 간찰진, 박탈피부염, 가려움, 건선 - 1도 화상"
센스킨크림,"알레르기성 비감염성 염증 또는 피부 자극 증상의 국소 치료: 벌레 물린 데, 가려움 및 일광 화상 후 피부 반응"
센스타지크림,"- 2차 감염된 알레르기성 또는 염증성 피부질환 : 습진, 접촉피부염, 지루피부염, 아토피피부염, 광피부염, 만성단순태선, 간찰진, 박탈피부염, 가려움, 건선 - 1도화상"
센스팟크림,"- 여드름, 뾰루지"
센시덴탈캡슐,"치주치료 후 치은염, 경·중등도 치주염의 보조치료"
센쥬씨엘점안액,"눈의 피로,누액의 보조(눈의 건조),하드콘택트렌즈 및 소프트렌즈 착용시의 불쾌감, 눈의 침침함(눈곱이 많은 때 등)"
센코딜에스정,"ㆍ변비 ㆍ변비에 따른 다음 증상의 완화 : 식욕부진(식욕감퇴), 복부팽만, 장내이상발효, 치질"
센코딜에프정,"ㆍ변비 ㆍ변비에 따른 다음 증상의 완화 : 식욕부진(식욕감퇴), 복부팽만, 장내이상발효, 치질"
센코프액,"기침, 가래, 천식"
센코프캡슐,"기침, 가래"
센타민프로정,-  육체피로 -  임신·수유기 -  병중·병후 -  발육기 -  노년기 -  이 약에 함유된 비타민 등의 효능·효과는 다음과 같다.
센티골드엠캡슐,"코감기(급성비염), 알레르기성 비염 또는 부비동염에 의한 다음 증상의 완화 : 코막힘, 콧물, 재채기, 눈물, 인후통, 머리 무거움"
센티골드캡슐,"코감기(급성비염), 알레르기성 비염 또는 부비동염에 의한 다음 증상의 완화 : 코막힘, 콧물, 재채기, 눈물, 인후통, 머리 무거움"
센티렉스실버어드밴스정,○ 다음 경우의 비타민의 보급
센티렉스어드밴스정,- 육체피로 - 임신 ㆍ 수유기 - 병중 ㆍ 병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 발육기 - 노년기 - 이 약에 함유된 비타민 등의 효능 ㆍ 효과는 다음과 같다.
센티몰액,기능 무력증의 보조치료
센파워민정,"자양강장, 허약체질, 육체피로, 병중병후, 위장장해, 영양장해, 발열성소모성질환, 임신수유기 등의 경우의 영양보급"
센펜연질캡슐(나프록센),"류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건(힘줄)염, 급성통풍, 월경곤란증 활액낭염, 골격근장애(염좌(삠), 좌상(타박상), 외상(상처), 요천통(허리통증)), 수술후 동통(통증), 편두통, 발치후 동통(통증)"
셀디아정,"1. 다음 경우의 비타민 D의 보급 - 임신ㆍ수유기, 발육기, 노년기 - 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다. ㆍ 뼈, 이의 발육불량 ㆍ 구루병의 예방"
셀라손크림,"- 2차 감염된 알레르기성 또는 염증성 피부질환 : 습진, 접촉피부염, 지루피부염, 아토피피부염, 광피부염, 만성단순태선, 간찰진, 박탈피부염, 가려움, 건선 - 1도 화상"
셀라스톤크림,"- 2차 감염된 알레르기성 또는 염증성 피부질환 : 습진, 접촉피부염, 지루피부염, 아토피피부염, 광피부염, 만성단순태선, 간찰진(피부스침증), 박탈피부염, 가려움, 건선(마른비늘증) - 1도 화상"
셀레넘정,"1. 다음경우의 비타민 E, B1, B2, B6, C의 보급 - 육체피로 - 임신․수유기 - 병중․병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 노년기 2. 이 약에 함유된 비타민 등의 효능․효과는 다음과 같다. - 각기 - 눈의 피로 - 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 3. 아연의 보급"
셀레네퍼오랄정(아셀렌산나트륨오수화물),영양공급으로 보충될 수 없는 셀레늄 결핍 환자에서 셀레늄 보급
셀레뉴연질캡슐,"○ 다음경우의 비타민 A, E, C의 보급 - 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시, 노년기 - 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다. ㆍ 눈의 건조감의 완화 ㆍ 야맹증(밤에 잘 못보는 증상) ㆍ 말초혈행장애 및 갱년기시 다음 증상의 완화 : 어깨ㆍ목결림, 수족저림ㆍ수족냉증(손발이 차가움) ㆍ 햇빛ㆍ피부병 등에 의한 색소침착(기미, 주근깨)의 완화 ㆍ 잇몸출혈ㆍ비출혈(코피) 예방 ○ 아연의 보급"
셀레뉴원포르테액,"육체피로, 임신‧수유기, 병중‧병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등) - 각기, 눈의 피로"
셀레타민정,"○ 다음 경우의 비타민 A, D, B1, B2, B6, C의 보급 - 육체피로 - 임신․수유기 - 병중․병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 발육기 - 노년기 - 이 약에 함유된 비타민 등의 효능․효과는 다음과 같다. · 뼈, 이의 발육불량, 구루병의 예방 · 각기 · 눈의 피로 · 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 ○ 아연의 보급"
셀레트론플러스연질캡슐,"- 육체피로 - 임신·수유기 - 병중·병후의 체력저하시 - 노년기 - 눈의 건조감의 완화, 야맹증(밤에 잘 못보는 증상) - 말초혈행장애 및 갱년기시 다음 증상의 완화 : 어깨·목결림, 수족저림·수족냉증(손발이 차가움) - 햇빛·피부병 등에 의한 색소 침착(기미, 주근깨)의 완화, 잇몸 출혈·비출혈(코피) 예방"
셀렌비타정,1. 다음 경우의 비타민 B1의 보급 - 육체피로 - 임신·수유기 - 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시 2. 아연의 보급 3. 셀레늄의 보급
셀렌오액(아셀렌산나트륨오수화물),영양공급으로 보충될 수 없는 셀레늄 결핍 환자에서 셀레늄 보급
셀론점안액(카르복시메틸셀룰로오스나트륨)(1회용),"눈의 건조 또는 바람·태양에 노출되어 생기는 화끈거리는 증상, 자극감, 불쾌감의 일시적 완화"
셀마겐정(알마게이트),"다음 질환의 제산작용 및 증상의 개선 : 위·십이지장궤양, 위염, 위산과다, 속쓰림, 구역, 구토, 위통, 신트림"
셀비다정,"○ 다음 경우의 비타민 D, B1, B2, B6, C의 보급 - 육체피로 - 임신․수유기 - 병중․병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 발육기 - 노년기 - 이 약에 함유된 비타민 등의 효능․효과는 다음과 같다. · 뼈, 이의 발육불량, 구루병의 예방 · 각기 · 눈의 피로 · 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 ○ 아연의 보급"
셀비콤연질캡슐,"- 육체피로, 임신 ㆍ 수유기, 병중 ㆍ 병후(병을 앓는 동안이나 회복 후)의 체력 저하시, 노년기 - 말초혈행장애 및 갱년기시 다음 증상의 완화 : 어깨 ㆍ 목결림, 수족저림 ㆍ 수족냉증(손발이 차가움) - 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 견통(어깨통증) 등), 각기, 눈의 피로, 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 - 햇빛 ㆍ 피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸출혈 ㆍ 비출혈(코피) 예방"
셀지민정,"- 육체피로 - 임신·수유기 - 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 노년기 - 이 약에 함유된 비타민 등의 효능·효과는 다음과 같다. · 리보플라빈 (비타민B2) 다음 증상의 완화 : 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염"
셀지민플러스정,"1. 다음 경우의 비타민 B1, B2, B6, C, E의 보급 - 육체피로 - 임신·수유기 - 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 노년기 - 이 약에 함유된 비타민 등의 효능·효과는 다음과 같다. · 리보플라빈 (비타민B2) 다음 증상의 완화 : 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 2. 아연의 보급"
셀큐라민정(은행엽건조엑스),"1. 주효능 효과 ① 말초동맥순환장애(간헐성파행증)의 치료 ② 어지러움, 혈관성 및 퇴행성이명(귀울림) ③ 이명(귀울림), 두통, 기억력감퇴, 집중력장애, 우울감, 어지러움등의 치매성증상을 수반하는 기질성 뇌기능장애의 치료"
셀크롬연질캡슐(수출용),고혈압의 저하 및 예방
셀톤크림,"- 2차 감염된 알레르기성 또는 염증성 피부질환 : 습진, 접촉피부염, 지루피부염, 아토피피부염, 광피부염, 만성단순태선, 간찰진, 박탈피부염, 가려움, 건선 - 1도화상"
셀투론연질캡슐(수출용),고혈압의 저하 및 예방
셀트리온아시클로버크림,단순포진(물집) 바이러스 감염증(초기 및 재발성 생식기 포진(물집)과 구순(입술)포진(물집) 포함)
셀트리온트리메부틴말레산염정,"1) 식도역류 및 열공(구멍)헤르니아(탈장), 위∙십이지장염, 위∙십이지장궤양에 있어서의 소화기능이상(복통(배아픔), 소화불량, 구역, 구토) 2) 과민성대장증후군 및 경련성 결장 3) 소아 질환 : 습관성 구토, 비감염성 장관통과장애(변비, 설사)"
셀트리온헤파디프300캡슐(수출용),"다음 질환의 보조 치료 : 만성 간염, 독성 간질환"
셀트리온헤파디프캡슐(수출용),"다음 질환의 보조 치료 : 만성 간염, 독성 간질환"
소가프텐정,위산과다 및 속쓰림과 관련된 가슴앓이의 경감
소겐큐정,"위통, 속쓰림, 체함, 구역"
소니펜시럽(덱시부프로펜),급성 상기도 감염으로 인한 발열시 해열
소담캡슐200mg(아세틸시스테인)," 다음 질환에서의 객담배출곤란 : 급ㆍ만성기관지염, 기관지천식, 후두염, 부비동염, 낭성섬유증"
소렌정(나프록센나트륨)(수출용),"류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염, 급성통풍, 월경곤란증 활액낭염, 골격근장애(염좌, 좌상, 외상, 요천통), 수술후 동통, 편두 통, 발치후 동통"
소롤캡슐(소브레롤),"분비기능이 항진된 급·만성 호흡기 장애 : 급·만성기관지염, 호흡장애(천식, 기침)를 수반한 기관지염, 비인두염, 후두기관염"
소롤캡슐200밀리그램(소브레롤),"분비기능이 항진된 급·만성 호흡기 장애 : 급·만성기관지염, 호흡장애(천식, 기침)를 수반한 기관지염, 비인두염, 후두기관염"
소보민시럽,멀미에 의한 어지러움·구토·두통의 예방 및 완화
소부날에이정,열을 수반하는 급성 호흡기 장애
소부날캡슐200mg(소브레롤),"분비기능이 항진된 급·만성 호흡기 장애 : 급·만성기관지염, 호흡장애(천식, 기침)를 수반한 기관지염, 비인두염, 후두기관염"
소브딘캡슐(수출용),"1) 기관지염, 기관지확장증, 기관지폐렴, 특히 천식, 폐기종 등의 호흡기부전이 수반될 때 2) 폐결핵이나 진폐증이 수반되는 기관지 카타르 3) 비인두염, 후두기관염"
소브렌캡슐200밀리그램(소브레롤),"분비기능이 항진된 급·만성 호흡기 장애 : 급·만성기관지염, 호흡장애(천식, 기침)를 수반한 기관지염, 비인두염, 후두기관염"
소아용게보린-아이츄정(아세트아미노펜제피세립)(수출용),"감기로 인한 발열 및 동통(통증), 두통, 신경통, 근육통, 월경통, 염좌통(삔 통증) 치통, 관절통, 류마티양 동통(통증)"
소와엔정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감"
소프타-맨액,수술시 및 위생목적의 손소독
소프티아연고(요소),"진행성 지장각피증(주부습진의 건조형), 손ㆍ발바닥 각피증, 어린선(魚鱗蘚), 노인성 건피증, 모공성 태선, 아토피피부"
소피림점안액(포비돈)(수출용),"건조한 눈, 하드콘택트렌즈 착용시"
소하자임플러스정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 식체(위체), 구역, 구토, 위통, 신트림, 소화불량, 식욕감퇴(식욕부진), 과식, 소화촉진, 소화불량으로 인한 위부팽만감"
속시나제삼중정,"소화성 궤양에 따른 다음 증상의 개선 위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 식체(위체), 구역, 구토, 위통, 신트림, 소화불량"
속시탈과립,"위산 과다, 속쓰림, 위부불쾌감, 위부팽만감, 식체(위체), 구역, 구토, 위통, 신트림, 소화불량, 식욕감퇴(식욕부진), 과식, 소화촉진, 소화불량으로 인한 위부팽만감"
속시탈정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 식체(위체), 구역, 구토, 위통, 신트림, 소화불량, 식욕감퇴(식욕부진), 과식, 소화촉진, 소화불량으로 인한 위부팽만감"
속싹정,"위산과다, 속쓰림, 위부불쾌감, 위부(상복부)팽만감, 체함, 구역, 구토, 위통, 신트림"
속엔쿨정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부(상복부)팽만감"
속엔큐정,"- 변비 - 변비에 따른 다음 증상의 완화 : 식욕부진(식욕감퇴), 복부(배부분)팽만, 장내 이상발효, 치질"
속이쿨정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 식체(위체), 구역, 구토, 위통, 신트림, 소화불량, 식욕감퇴(식욕부진), 과식, 소화촉진, 소화불량으로 인한 위부팽만감"
속청액," 식욕감퇴(식욕부진), 위부팽만감, 소화불량, 과식, 체함, 구역, 구토"
속청케어액,"식욕감퇴(식욕부진), 위부팽만감, 소화불량, 과식, 체함, 구역, 구토"
속청큐액,"식욕감퇴(식욕부진), 위부팽만감, 소화불량, 과식, 체함, 구역, 구토"
속코정,"감기, 급성·아급성 부비동염과 관련된 다음 증상의 완화 ; 비충혈(코막힘), 콧물, 두통과 발열 증상"
속콜기가연질캡슐,"가래, 기침을 유발하는 가래"
속콜시럽,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
속콜코프엘연질캡슐,"기침, 가래"
속콜큐어캡슐,"기침, 가래"
