제품명,효능
파라멜액(L-아스파르트산-L-오르니틴),중증의 간질환 해독의 보조 치료 (예: 간경변)
파라벤졸정(알벤다졸)(수출용)(수출명: M-Albendazole 400mg Tab),"회충, 요충, 십이지장충, 편충, 아메리카 구충, 분선충의 감염 및 이들 혼합감염의 치료"
파라손연고(퓨시드산나트륨),"포도구균, 연쇄구균, 코리네박테륨, 클로스트리듐 - 농피증(고름피부증)(농가진(고름딱지증), 감염성습진양피부염, 심상성여드름(보통여드름), 모낭염, 종기 및 종기증, 화농성한선염, 농가진성(고름딱지증성)습진), 화상ㆍ외상(상처)ㆍ봉합(꿰맴)창ㆍ식피창(피부이식 후 생긴 상처)에 의한 2차 감염"
파라스트캡슐,전립선비대에 의한 배뇨곤란 ㆍ 잔뇨 및 잔뇨감 ㆍ 빈뇨
파라존담정,"1) 두통, 치통, 발치후 동통(통증), 인후통, 귀의 통증, 관절통, 신경통, 요통, 근육통, 견통(어깨결림), 타박통, 골절통, 염좌통(삠통증), 월경통(생리통), 외상통의 진통 2) 오한, 발열시의 해열"
파라쿨크림(수출용),"다음 증상의 진통, 소염 : 삠, 타박상, 근육통, 관절통, 골절통, 요통, 어깨결림, 신경통, 류마티스 통증, 피부가려움, 벌레물린데, 동창"
파로네프캡슐,"치주치료 후 치은염, 경·중등도 치주염의 보조치료"
파르펜연질캡슐(클로닉신리시네이트),"다음의 경증 또는 중등도 통증의 완화 : 근육통, 신경통, 외상 후 및 수술 후 통증, 두통, 치통, 귀통증"
파마락토바실루스과립(락토바실루스아시도필루스균)(수출용),주효능 효과
파마메코발라민정(메코발라민),말초성 신경장애
파마시메티콘액,"1) 위내시경 검사 시 장내기포제거 2) 복부(배부분) X선 촬영 시 장내가스제거 3) 위장관내 가스로 인한 복부 증상(복부(배부분)팽만감, 공기연하증(공기삼킴증) 등)의 개선"
파마아모롤핀네일라카(아모롤핀염산염),"피부사상균, 효모균 및 곰팡이에 의한 조갑진균증(손발톱진균증) (감염부위가 조갑(손발톱) 표면의 80% 이하인 경우)"
파마이부프로펜정(수출명1:펜스탑정수출명2:유프로정400(UPROTab400))(수출용),"류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염) 어린이 급성 상기도염의 발열"
파마탄산칼슘정,"1) 다음 질환의 제산작용 및 증상의 개선: 위십이지장궤양, 위염, 위산과다 2) 칼슘보급"
파마트리메부틴정100mg(수출용)(수출명:아마타제정100mg),"1. 주효능·효과 1) 식도역류 및 열공헤르니아, 위·십이지장염, 위·십이지장궤양에 있어서의 소화기능이상 (복통, 소화불량, 구역, 구토) 2) 과민성대장증후군 및 경련성 결장 3) 소아 질환 : 습관성 구토, 비감염성 장관통과장애 (변비, 설사)"
파머티딘정(파모티딘),"위산과다, 속쓰림, 신트림"
파메딘정10밀리그램(파모티딘),"위산과다, 속쓰림, 신트림"
파메시드정,"위산과다, 속쓰림, 위부불쾌감, 위부(상복부)팽만감, 체함, 구역, 구토, 위통, 신트림"
파메콘정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감, 가스제거"
파모나정10밀리그램(파모티딘),"위산과다, 속쓰림, 신트림"
파모딘정10밀리그램(파모티딘),"위산과다, 속쓰림, 신트림"
파모비스정,위산과다 및 속쓰림과 관련된 가슴앓이의 경감
파모쓰리정,위산과다 및 속쓰림과 관련된 가슴앓이의 경감
파모위튼정10밀리그램(파모티딘),"위산과다, 속쓰림, 신트림"
파모윈정(파모티딘),"위산과다, 속쓰림, 신트림"
파모콤푸츄정,위산과다 및 속쓰림과 관련된 가슴앓이의 경감
파모퀸정10밀리그램(파모티딘),"위산과다, 속쓰림, 신트림"
파모큐정(파모티딘),"위산과다, 속쓰림, 신트림"
파모타제정10밀리그램(파모티딘),"위산과다, 속쓰림, 신트림"
파모탑정(파모티딘),"위산과다, 속쓰림, 신트림"
파모텍스정10밀리그램(파모티딘),"위산과다, 속쓰림, 신트림"
파모트리정10밀리그램(파모티딘),"위산과다, 속쓰림, 신트림"
파모포스정,위산과다 및 속쓰림과 관련된 가슴앓이의 경감
파미딘정(파모티딘),"위산과다, 속쓰림, 신트림"
파밀라제정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감"
파베린정,"위통, 복통(배아픔), 산통, 위산과다, 속쓰림"
파베진정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 체함, 구역, 구토, 위통, 신트림, 소화불량, 식욕감퇴(식욕부짐), 과식, 소화촉진,소화불량으로 인한 위부팽만감"
파비스세티리진염산염정(수출용),"1. 계절성 및 다년성 알레르기성 비염, 알레르기성 결막염, 만성 특발성 두드러기, 피부소양증 2. 하이드로코티손 외용제와 병용에 의한 습진, 피부염(정제에 한함)"
파비스아세트아미노펜정500밀리그램(수출용),"1.주효능,효과 감기로 인한 발열 및 동통(통증), 두통, 신경통, 근육통, 월경통, 염좌통(삔 통증) 2.다음 질환에도 사용할 수 있다. 치통, 관절통, 류마티양 동통(통증)"
파비스암브록솔염산염정(수출용),"점액분비장애로 인한 다음의 급·만성 호흡기질환 : 급·만성기관지염, 천식성기관지염"
파비스암브록솔염산염정,"점액분비장애로 인한 다음의 급·만성 호흡기질환 : 급·만성기관지염, 천식성기관지염"
파비스염산메클리진정,"멀미에 의한 구역·구토·어지러움 미로염·메니에르증후군·방사선 숙취에 따르는 구역, 구토, 어지러움"
파비시드정,"위산과다, 속쓰림, 위부불쾌감, 위부(상복부)팽만감, 체함, 구역, 구토, 위통, 신트림"
파비안디정,"감기의 제증상 (인후(목구멍)통, 기침, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화"
파비안에스정,"감기의 제증상(인후통, 기침, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화"
파세몰시럽(아세트아미노펜),"1. 주효능·효과 감기로 인한 발열 및 동통(통증), 두통, 신경통, 근육통, 월경통, 염좌통(삔 통증) 2. 다음 질환에도 사용할 수 있다. 치통, 관절통, 류마티양 동통(통증)"
파세몰정(아세트아미노펜),"1. 주효능·효과 감기로 인한 발열 및 동통(통증), 두통, 신경통, 근육통, 월경통, 염좌통(삔 통증) 2. 다음 질환에도 사용할 수 있다. 치통, 관절통, 류마티양 동통(통증)"
파세몰키즈산(아세트아미노펜),"1. 주효능·효과 감기로 인한 발열 및 동통(통증), 두통, 신경통, 근육통, 월경통, 염좌통(삔 통증) 2. 다음 질환에도 사용할 수 있다. 치통, 관절통, 류마티양 동통(통증)"
파스툼겔(케토프로펜),"다음 질환 및 증상의 진통ㆍ소염 : 퇴행성관절염(골관절염), 어깨관절주위염, 건ㆍ건초염, 건주위염, 상완골상과염(테니스 엘보우 등), 근육통, 외상후의 종창ㆍ동통"
파워겔(리도카인),남성 성기 촉각의 예민성 감소
파워굿연질캡슐,"○ 다음경우의 비타민 A, B1, B2, B6, C, E의 보급 - 육체피로 - 임신·수유기 - 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 노년기 - 이 약에 함유된 비타민 등의 효능,효과는 다음과 같다 · 눈의 건조감의 완화 · 야맹증(밤에 잘 못보는 증상)"
파워라센액,"자양강장, 허약체질, 육체피로, 병후의 체력저하, 식욕부진, 영양장애, 발열성·소모성질환"
파워맥스비정,"○ 다음경우의 비타민 D, B1, B2, B6의 보급 ○ 아연의 보급"
파워메가톤연질캡슐,"○ 다음경우의 비타민 A, B1, B2, B6, C, E의 보급 - 육체피로 - 임신·수유기 - 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 노년기 - 이 약에 함유된 비타민 등의 효능,효과는 다음과 같다 · 눈의 건조감의 완화 · 야맹증(밤에 잘 못보는 증상)"
파워본앤킹연질캡슐,"- 임신ㆍ수유기, 발육기, 노년기 - 뼈, 이의 발육불량 - 구루병의 예방"
파워본연질캡슐,"- 임신∙수유기 - 발육기 - 노년기 - 이 약에 함유된 비타민 등의 효능∙효과는 다음과 같다. ∙ 뼈, 이의 발육불량 ∙ 구루병의 예방"
파워브이벤정,"○ 다음 경우의 비타민 B1, B2, B6, C의 보급 - 육체피로 - 임신ㆍ수유기 - 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시 ○ 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다. - 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 - 각기, 눈의 피로 ○ 아연의 보급"
파워비큐마그맥스정,"1. 다음 경우의 비타민 E, B1, B2, B6의 보급 - 육체피로 - 임신·수유기 - 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하 시 - 노년기 2. 이 약에 함유된 비타민 등의 효능·효과는 다음과 같다. - 말초혈행장애 및 갱년기시 다음 증상의 완화 : 어깨·목결림, 수족저림·수족냉증(손발이 차가움) - 다음 증상의 완화 : 신경통, 근육통, 관절통(요(허리)통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염,각기,눈의 피로 3. 마그네슘결핍으로 인한 근육경련"
파워비큐액,"1. 다음경우의 비타민B1, B2, B6의 보급 : 육체피로, 임신‧수유기, 병중‧병후(병을 앓는 동안이나 회복 후)의 체력저하 시 2. 이 약에 함유된 비타민 등의 효능‧효과는 다음과 같다. - 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 - 각기, 눈의 피로 3. 아연의 보급"
파워비큐액티브정,"1. 다음 경우의 비타민 B1, B2, B6, C, D, E의 보급 - 육체피로, 임신·수유기, 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시, 발육기, 노년기 2. 이 약에 함유된 비타민 등의 효능·효과는 다음과 같다. - 뼈, 이의 발육불량, 구루병의 예방 - 다음 증상의 완화 : 신경통, 근육통, 관절통(요(허리)통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 - 각기, 눈의피로"
파워비큐정,"1. 다음 경우의 비타민 B1, B2, B6, C, D, E의 보급 - 육체피로, 임신·수유기, 병중 · 병후(병을 앓는 동안이나 회복 후)의 체력저하시, 발육기, 노년기 2. 이 약에 함유된 비타민 등의 효능·효과는 다음과 같다. - 뼈, 이의 발육불량 - 구루병의 예방 - 다음 증상의 완화 : 신경통, 근육통, 관절통(요(허리)통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 - 각기, 눈의피로 3. 아연의 보급"
파워비큐콘티뉴800정,"1. 다음 경우의 비타민 D, B1, B2, B6의 보급 - 육체피로 - 임신․수유기 - 병중․병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 발육기 - 노년기 - 이 약에 함유된 비타민 등의 효능․효과는 다음과 같다. ․ 뼈, 이의 발육불량 ․ 구루병의 예방 ․ 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등) ․ 각기 ․눈의피로 ․ 다음 증상의 완화 : 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염"
파워비타비백정,"- 육체피로 - 임신 · 수유기 - 병중 · 병후(병을 앓는 동안이나 회복 후)의 체력저하시 · 다음 증상의 완화 : 신경통, 근육통, 관절통(요통,어깨결림 등), 구각염(입꼬리염),구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 - 각기 - 눈의피로"
파워비타연질캡슐,"1) 육체피로 2) 임신ㆍ수유기 3) 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시 4) 발육기 5) 노년기 1) 눈의 건조감의 완화 2) 야맹증(밤에 잘 못보는 증상) 3) 뼈, 이의 발육 불량 4) 구루병의 예방"
파워스탑스키니플라스타(케토프로펜),다음 질환 및 증상의 진통 ㆍ 소염(항염) 1) 퇴행성관절염(골(뼈)관절염) 2) 어깨관절주위염 3) 건염(힘줄염) ㆍ 건초염(힘줄윤활막염) 4) 건(힘줄)주위염 5) 상완골(위팔뼈)상과염(테니스 엘보우 등) 6) 근육통 7) 외상후의 종창 ㆍ 동통(상처후의 부기 ㆍ 통증)
파워스탑플라스타(플루르비프로펜),": 퇴행성관절염(골관절염), 어깨관절주위염, 건ㆍ건초염(힘줄윤활막염), 상완골(위팔뼈)상과염(테니스엘보우 등), 근육통, 외상(상처) 후의 종창(부기) ㆍ동통(통증)"
파워스탑플러스카타플라스마(플루르비프로펜),다음 질환 및 증상의 진통 ㆍ 소염(항염)
파워스탑한방핫카타플라스마,"다음 증상의 진통ㆍ소염(항염) : 삠, 타박상, 근육통, 골(뼈)절통, 관절통, 요(허리)통, 어깨결림, 동창(언 상처)"
파워쎈에이연질캡슐,"다음경우의 비타민 A, E, B1, B2, B6, C의 보급 - 육체피로 - 임신·수유기 - 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 노년기 - 이 약에 함유된 비타민 등의 효능·효과는 다음과 같다."
파워쎈연질캡슐,"다음경우의 비타민 A, E, B1, B2, B6,C의 보급 - 육체피로 - 임신∙수유기 - 병중∙병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 노년기 - 이 약에 함유된 비타민 등의 효능∙효과는 다음과 같다."
파워씨연질캡슐,"- 육체피로, 임신ㆍ수유기, 병중ㆍ병후의 체력저하시, 발육기 및 노년기 - 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다."
파워아민연질캡슐,"자양강장, 허약체질, 육체피로, 병중병후(병을 앓는 동안이나 회복 후), 위장장해, 영양장해, 발열성소모성질환, 임신수유기 등의 경우의 영양보급"
파워액티브정,"○ 다음경우의 비타민 D, E, B1, B2, B6, C의 보급 ○ 아연의 보급"
파워제타비정,"1. 다음 경우의 비타민 D, E, B1, B2,B6,C의 보급 - 육체 피로 - 임신ㆍ수유기 - 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시 - 발육기 - 노년기 2. 이 약에 함유된 비타민 등의 효능·효과는 다음과 같다. - 뼈, 이의 발육불량 - 구루병의 예방 - 다음 증상의 완화 : 신경통, 근육통, 관절통(요(허리)통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 - 각기 - 눈의 피로"
파워조인에스600정,- 육체피로 - 임신ㆍ수유기 - 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 발육기 - 노년기
파워콘드로600에프정,"- 육체피로 - 임신⦁수유기 - 병중⦁병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 발육기 - 노년기 - 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등) - 각기 - 눈의피로"
파워콘친골드연질캡슐,- 이 약에 함유된 비타민 등의 효능·효과는 다음과 같다.
파워콜노즈연질캡슐,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
파워콜에스연질캡슐,"감기의 제증상(여러 증상)(콧물, 코막힘, 재채기, 인후통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
파워콜캡슐,"감기의 제증상 (콧물, 코막힘, 재채기, 인후통, 기침, 가래, 오한, 발열, 두통, 근육통, 관절통)의 완화"
파워콜코프연질캡슐,"감기의 제증상(여러증상)(인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
파워콤프액,"자양강장, 허약체질, 육체피로, 병후의 체력저하, 식욕부진, 영양장애, 발열성ㆍ소모성 질환"
파워킹연질캡슐,"1) 육체피로 2) 임신ㆍ수유기 3) 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시 4) 발육기 5) 노년기 1) 눈의 건조감의 완화 2) 야맹증(밤에 잘 못보는 증상) 3) 뼈, 이의 발육 불량 4) 구루병의 예방"
파워톤연질캡슐,- 육체피로 - 임신 ㆍ 수유기 - 병중 ㆍ 병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 노년기 - 이 약에 함유된 비타민 등의 효능 ㆍ 효과는 다음과 같다.
파워포션스피드액,"○ 다음경우의 비타민 B2, B6의 보급 - 육체피로 - 임신∙수유기 - 병중∙병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 이 약에 함유된 비타민 등의 효능․효과는 다음과 같다. ∙ 다음 증상의 완화 : 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 ○ 마그네슘결핍으로 인한 근육경련"
파워포션액(L-아스파르트산-L-아르기닌수화물),- 정신적·신체적 기능무력 증상의 보조요법 - 회복기간(아미노산 결핍상태) 동안의 보조요법
파워포텐액(L-아스파르트산-L-아르기닌수화물),- 정신적·신체적 기능무력 증상의 보조요법 - 회복기간(아미노산 결핍상태) 동안의 보조요법
파워폴연질캡슐(수출명: POWERPOLL),"- 육체피로 - 임신•수유기 - 병중•병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 발육기 - 노년기 - 이 약에 함유된 비타민 등의 효능·효과는 다음과 같다. • 눈의 건조감의 완화 • 야맹증(밤에 잘 못보는 증상) • 뼈, 이의 발육불량 • 구루병의 예방"
파워헬스민연질캡슐,"다음경우의 비타민 A, E, B1, B2, B6, C의 보급 - 육체피로 - 임신·수유기 - 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 노년기 - 이 약에 함유된 비타민 등의 효능·효과는 다음과 같다. ∙ 눈의 건조감의 완화 ∙ 야맹증(밤에 잘 못보는 증상)"
파이런스캡슐,"위통,복통,산통,위산과다,속쓰림."
파이에온정,"두드러기, 습진, 가려움증, 옻"
파인스겔(피록시캄),"다음 질환 및 증상의 진통ㆍ소염 : 퇴행성관절염(골관절염), 어깨관절주위염, 건ㆍ건초염, 건주위염, 상완골상과염(테니스 엘보우 등), 근육통(근염, 근막염 등), 외상후의 종창ㆍ동통 퇴행성관절염(골관절염), 건초염, 근육통, 골관절통, 외상후 동통 및 골절치유후의 동통"
파인싹연질캡슐(클로닉신리시네이트),"다음의 경증 또는 중등도 통증의 완화 : 근육통, 신경통, 외상 후 및 수술 후 통증, 두통, 치통, 귀통증"
파인에스정,"코감기(급성비염), 알레르기성 비염 또는 부비동염에 의한 다음 증상의 완화 : 코막힘, 콧물, 재채기, 눈물, 인후통, 머리 무거움"
파인콜정,"감기의 제증상(콧물, 코막힘, 재채기, 인후통, 기침, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화"
파인큐아세트펜시럽(아세트아미노펜),"감기로 인한 발열 및 동통[통증], 두통, 신경통, 근육통, 월경통, 염좌통[삔 통증] 치통, 관절통, 류마티양 동통[통증]"
파인큐이부펜시럽(이부프로펜),"류마티양 관절염, 연소성[어리거나 젊은나이에 나타나는] 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통[통증], 요[허리]통, 월경곤란증, 수술후 동통[통증] 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선[마른비늘증]성 관절염, 연조직손상(염좌[삠], 좌상[타박상]), 비관절 류마티스질환 (건염[힘줄염], 건초염[힘줄윤활막염], 활액[윤활]낭염)"
파인탈에프츄어블정,멀미에 의한 어지러움․구토․두통의 예방 및 완화
파자임-95밀리그램이중정," 소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감, 가스제거"
파자임에어프리츄어블정(시메티콘산),"1)위내시경 검사시 장내기포제거 2)복부 X선 촬영시 장내가스제거 3)위장관내 가스로 인한 복부 증상(복부팽만감, 공기연하증 등)의 개선"
파탁정10밀리그램(파모티딘),"위산과다, 속쓰림, 신트림"
파티겔정(알마게이트),"다음 질환의 제산작용 및 증상의 개선 : 위·십이지장궤양, 위염, 위산과다, 속쓰림, 구역, 구토, 위통, 신트림"
"파티겔현탁액(알마게이트)(수출명 : 알마게인현탁액, 호메젤현탁액)","다음 질환의 제산작용 및 증상의 개선 : 위·십이지장궤양, 위염, 위산과다, 속쓰림, 구역, 구토, 위통, 신트림"
파티겔현탁액1그램(알마게이트),"다음 질환의 제산작용 및 증상의 개선 : 위·십이지장궤양, 위염, 위산과다, 속쓰림, 구역, 구토, 위통, 신트림"
파티마겔2.5%(가수과산화벤조일),심상성 여드름(보통여드름)
파티마크림10%(가수과산화벤조일)(수출용),심상성여드름(보통여드름)
파프케이플러스카타플라스마(케토프로펜),"다음 질환 및 증상의 진통·소염(항염) : 퇴행성관절염(골관절염), 어깨관절주위염, 건·건초염(힘줄윤활막염), 건주위염, 상완골(위팔뼈)상과염(테니스 엘보우 등), 근육통, 외상후의 종창(부기)·동통(통증)"
팍쎈연질캡슐(나프록센),"류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건(힘줄)염, 급성통풍, 월경곤란증 활액낭염, 골격근장애(염좌(삠), 좌상, 외상, 요천통), 수술후 동통(통증), 편두통, 발치후 동통(통증)"
판가정(판크레리파제)(수출용)," 외분비췌장효소장애(소화불량, 위부팽만감), 췌장암으로 인한 췌담관폐쇄, 만성췌장염, 낭성섬유증, 위장관수술후·췌장절제술후 소화장애"
판다모캡슐,"1. 손상된 모발, 감염성이 아닌 손톱의 발육 부진 2. 탈모의 보조치료"
판덱스정(덱스판테놀),탈모의 보조치료
판디탈에스정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감"
판디탈정,"소화불량, 식욕감퇴(식욕부진), 과식, 식체(체함), 소화촉진, 소화불량으로 인한 위부팽만감"
판셀디콘정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부(상복부)팽만감"
판스틴정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감"
판시딜액5%(미녹시딜),"· 남성형 탈모증(안드로젠탈모증) 및 여성형 탈모증(안드로젠탈모증)의 치료(2 %, 3 %에 한함) · 남성형 탈모증(안드로젠탈모증)의 치료(5 %에 한함)"
판시온캡슐,"1. 손상된 모발, 감염성이 아닌 손톱의 발육 부진 2. 탈모의 보조치료"
판시자임정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감"
판제스트에프정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감"
판제정(수출용)(수출명:1.PanseTab.2.Gastrozim-AsteriaTab.),"소화불량, 식욕감퇴(식욕부진), 과식, 식체(위체), 소화촉진, 소화불량으로 인한 위부팽만감, 방사선검사전의 가스제거"
판제캅셀(판크레아제장용성과립)(수출용),"소화불량, 식욕감퇴(식욕부진), 과식, 식체(위체), 소화촉진, 소화불량으로 인한 위부 팽만감."
판코타제정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감"
판콜아이시럽(덱시부프로펜),급성 상기도 감염으로 인한 발열시 해열
판콜아이콜드시럽,"감기의 제증상(여러 증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
판콜에스내복액,"감기의 제증상(여러증상) [콧물, 코막힘, 재채기, 기침, 인후(목구멍)통, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통]의 완화"
판콜에이내복액,"감기 제증상(여러 증상) [콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통]의 완화"
판콜케어내복액,"감기 제증상(여러 증상) [콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통]의 완화"
판크레아정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부(상복부)팽만감"
판크레정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감"
판크론에프정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감"
판크론정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부(상복부)팽만감"
판키아제정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부(상복부)팽만감"
판테뉴크림(D-판테놀),"상처, 화상, 찢긴 상처(수유기 중의 유두균열(갈라짐) 등), 욕창, 급ㆍ만성 피부염, 습진, 피부 궤양, 기저귀 발진, 햇볕에 탄 곳(일광피부염)"
판테민정(판테틴),1) 고지혈증 2) 이완성 변비 3) 스트렙토마이신 및 가나마이신에 의한 부작용의 예방 및 치료 4) 급ㆍ만성 습진 5) 혈액질환의 혈소판 수 및 출혈경향 개선
판텍콜드시럽,"감기의 제증상(콧물, 코막힘, 재채기, 인후통, 기침, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화"
판텍큐노즈플러스연질캡슐,"감기의 제증상(콧물, 코막힘, 재채기, 인후통, 기침, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화"
판텍큐코프플러스연질캡슐,"감기의 제증상(콧물, 코막힘, 재채기, 인후통, 기침, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화"
판텍큐플러스연질캡슐,"감기의 제증상(콧물, 코막힘, 재채기, 인후통, 기침, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화"
판토-에이내복액,"감기의 제증상 (콧물, 코막힘, 재채기, 기침, 인후통, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화"
판토마그정,- 임신ㆍ수유기 - 병중ㆍ병후의 체력저하시 - 마그네슘결핍으로 인한 근육경련
판티라제정(수출명:판티라스-케이정),"소화불량, 식욕감퇴(식욕부진), 과식, 식체(위체), 소화촉진, 소화불량으로 인한 위부팽만감"
판피린씨액,"감기의 제증상(콧물, 코막힘, 재채기, 인후통, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화"
판피린에이액,"감기의 제증상(콧물, 코막힘, 재채기, 인후통, 기침, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화"
판피린큐액,"감기의 제증상(콧물, 코막힘, 재채기, 인후통, 기침, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화"
판피린큐액(수출용),"감기의 제증상(콧물, 코막힘, 재채기, 인후통, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화"
판피린큐콜드액,"감기의 제증상(콧물, 코막힘, 재채기, 인후통, 기침, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화"
판피린티정,"감기의 제증상(콧물, 코막힘, 재채기, 인후통, 오한, 발열, 관절통, 두통, 근육통)의 완화"
팜도인캡슐(에르도스테인),급ㆍ만성 호흡기질환에서의 점액용해 및 거담
팜뮤코정(암브록솔염산염),"점액분비장애로 인한 다음의 급·만성 호흡기질환 : 급·만성기관지염, 천식성기관지염"
팜스비타에프연질캡슐,"- 육체피로 - 임신·수유기 - 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 발육기 - 노년기 - 눈의 건조감의 완화, 야맹증(밤에 잘 못 보는 증상) - 뼈, 이의 발육불량 - 구루병의 예방"
팜스타정,"소화불량, 식욕감퇴(식욕부진), 과식, 식체(위체), 소화촉진, 소화불량으로 인한 위부팽만감, 위산과다, 속쓰림, 위부불쾌감, 구역, 구토, 위통, 신트림"
